GLOSS,COUNT
VISIT,30
CAMEL,30
BOB,30
BLINK,30
TRAFFIC,30
DUE,30
FIX,30
WITHOUT,30
SCORE,30
STILL,30
NOOSE,30
SKUNK,30
SLEEP,30
DOMINANT,30
AFTERNOON,30
REQUEST,30
LEAK,30
VOLLEYBALL,30
REACH,30
BLOUSE,30
ELEPHANT,30
FACED,30
CROSSED,30
ROLLERSKATING,30
INSTINCT,30
HE,30
BRICK,30
MELON,30
STUBBORN,30
THRILLED,30
PROGRAM,30
RAISIN,30
SOUTH,30
STUMBLE,30
ROLE,30
VERY,30
BITCH,30
SHOOTING,30
WAND,30
HELL,30
FUN,30
SUPERVISE,30
USE,30
SLEEVES,30
OPTION,30
OBVIOUS,30
JELLY,30
WRAP,30
CHECK,30
FLUENTLY,30
BLACKBIRD,30
WILL,30
MEMBER,30
MARCH,30
BAD,30
CHILDREN,30
YOUNG,30
EXCITED,30
COMPUTER,30
DIVE,30
WORSE,30
INTELLIGENT,30
DENT,30
GIRL,30
OCEAN,30
NAKED,30
EARTH,30
DOWNLOAD,30
VISION,30
TRY,30
LOCKER,30
IMMERSE,30
BEFORE,30
FINS,30
SOFTBALL,30
HURRICANE,30
ASSIGN,30
STEAM,30
INSTEAD,30
FUNNY,30
AUSTRALIA,30
WHEELBARROW,30
MATTER,30
CAPTION,30
READY,30
MONSTER,30
BUSTED,30
FREEDOM,30
COMMUTE,30
CAMERAMAN,30
CANNON,30
BURP,30
PREDICT,30
SOMETIMES,30
AHEAD,30
WIFE,30
CULPA,30
SYSTEM,30
RISK,30
CURTAIN,30
GARLIC,30
DISSOLVE,30
SHAKESPEARE,30
WELL,30
BEST,30
VOCABULARY,30
STRONG,30
DUMB,30
BILLS,30
EAR,30
TIMEOUT,30
NUMBERS,30
STRICT,30
BACKYARD,30
EMPEROR,30
SATURDAY,30
DEAL,30
BIRTH,30
PREGNANT,30
INSURANCE,30
INFECTION,30
BOSTON,30
INSULT,30
PROGRESS,30
SUNSET,30
HAIRCUT,30
BREAK,30
POTATO,30
BOMB,30
PHILADELPHIA,30
FINGER,30
DONKEY,30
SCAN,30
ROOF,30
SNOWMAN,30
BUFFALO,30
QUARTER,30
WHITE,30
HOOD,30
COLOR,30
VASE,30
CITIZEN,30
TOWEL,30
SALAD,30
ATLANTA,30
INTENTIONAL,30
PENGUIN,30
ARGUE,30
FUZZY,30
EXCUSE,30
BLESS,30
ACCENT,30
MASSAGE,30
AUDIENCE,30
HONGKONG,30
DELIBERATE,30
UNIVERSE,30
NOW,30
APPOINTMENT,30
BEG,30
EVERYTHING,30
RESTLESS,30
SPECIALIST,30
INTERNET,30
RESIST,30
ICE,30
PROOF,30
BERRY,30
TOSS,30
HARP,30
TANKTOP,30
YESTERDAY,30
ONCE,30
SWEAT,30
MISS,30
DAMN,30
STUCK,30
DIAMOND,30
PERSPECTIVE,30
LAWYER,30
DISCONNECT,30
MAILMAN,30
DICE,30
SAXOPHONE,30
PJS,30
ANGEL,30
LEAVE,30
PARANOID,30
INCREDIBLE,30
THIN,30
HIS,30
STUDY,30
TEA,30
PHARMACIST,30
PIG,30
VALUE,30
PENETRATE,30
CEILING,30
AGE,30
SUMMER,30
DEER,30
REMIND,29
FURNITURE,29
PHONE,29
CHANGE,29
OWL,29
REPLACE,29
SWEET,29
SAFE,29
CAPE,29
SUN,29
ACCOMPLISH,29
HORSE,29
POLISH,29
PRESIDENT,29
HUMBLE,29
OVERTAKE,29
LECTURE,29
SMOKING,29
VIDEOGAME,29
KEEP,29
PERSISTENT,29
ECLIPSE,29
PROCESS,29
FEBRUARY,29
CRAZY,29
COMPETITION,29
ISLAND,29
RESPECT,29
ARRIVE,29
FOCUS,29
SOCIAL,29
AMAZING,29
NEGATIVE,29
CAR,29
PERCEIVE,29
TABLET,29
FULL,29
STEAK,29
RACE,29
DOLL,29
FORFEIT,29
HATBRIM,29
BUN,29
PERCENT,29
POOR,29
FATHER,29
MEET,29
MEETING,29
TASTE,29
FACULTY,29
ENJOY,29
CLUELESS,29
CELEBRATE,29
IDEA,29
THIRSTY,29
MATCH,29
POSITIVE,29
WEATHER,29
ITCH,29
SHIELD,29
FORMER,29
SANDALS,29
TRACK,29
CAUSE,29
FINALLY,29
SHAMPOO,29
CHERISH,29
VILLAGE,29
PSYCHOLOGIST,29
FRANCE,29
UNICORN,29
BRUSH,29
ADULT,29
FRIEND,29
CANOE,29
DART,29
CHICAGO,29
PREACHER,29
TEAR,29
JUGGLE,29
DRIBBLE,29
FRISK,29
SELL,29
GOD,29
MAGIC,29
HIGH,29
TREE,29
YEAH,29
IPHONE,29
PAINT,29
HOMEWORK,29
MUSIC,29
AGREEMENT,29
EXPAND,29
TV,29
EXPERT,29
FRENCH,29
RESENT,29
YAY,29
WORRY,29
AGAIN,29
MOON,29
GRANDMOTHER,29
DRAW,29
CONFLICT,29
LESS,29
TRIPLE,29
FREE,29
ESCALATE,29
DEVIL,29
EARN,29
SEVERAL,29
BALL,28
